g111	g112	g113	g121	g122	g123	g131	g132	g133	g14	g15	g211	g212	g213	g214	g215	g216	g217	g218	g219	g2110	g22	g23	g24	g25	g26	g3	
2 3	1 2	1 2	4 7	7 10	6 9	3 4	0 0	6 9	3 4	1	23 34	20	39	107	4	10	9584	15	1	4	1 2	0 1	0 1	0 1	3 4	226732 340098	
0 0	0 0	3 4	5 8	1 2	7 10	1 2	0 1	5 8	0 1	1	12 18	43	69	174	7	6	15534	17	2	3	0 1	1 2	2 3	1 2	2 3	222668 334003	
0 0	2 3	1 2	8 12	4 7	1 2	0 0	0 0	4 6	1 2	1	16 24	1	6	38	0	11	1869	11	2	2	1 2	2 3	0 1	2 3	2 3	172812 259219	
1 2	3 4	0 0	6 9	8 12	4 6	4 6	3 4	3 4	2 3	0	9 14	21	35	74	4	11	7347	20	5	3	3 4	3 4	0 1	3 4	1 2	124938 187407	
1 2	3 4	0 0	4 6	4 6	0 1	4 6	3 4	4 6	1 2	0	7 10	12	22	55	3	1	6186	12	3	2	1 2	4 6	0 1	1 2	0 1	80000 120000	
1 2	2 3	0 1	4 6	4 6	0 1	0 0	0 0	1 2	2 3	1	21 32	29	68	125	6	14	12484	13	1	3	0 1	4 6	0 1	4 6	3 4	224452 336678	
1 2	2 3	0 1	7 10	4 7	5 8	0 1	0 0	6 9	1 2	1	12 19	37	88	164	9	42	16114	6	3	2	3 4	2 3	1 2	1 2	2 3	172811 259216	
0 0	0 1	0 0	4 7	1 2	8 12	0 1	0 1	2 3	3 4	0	8 13	25	51	132	6	36	11634	13	1	3	3 4	2 3	1 2	2 3	1 2	97032 145549	
0 0	2 3	2 3	3 4	2 3	4 7	3 4	0 0	4 7	4 6	1	18 27	33	58	128	5	25	11212	12	3	2	1 2	3 4	1 2	0 1	3 4	232069 348104	
3 4	0 0	3 4	1 2	4 6	3 4	4 6	0 0	3 4	4 6	0	1 2	11	9	36	1	8	2807	19	5	5	3 4	2 3	0 1	0 1	0 1	80000 120000	
3 4	1 2	2 3	4 6	5 8	2 3	2 3	1 2	6 9	2 3	0	7 10	50	89	200	10	40	19658	1	4	5	0 1	0 1	1 2	1 2	0 1	94391 141586	
2 3	0 0	3 4	1 2	4 7	4 7	4 6	0 0	2 3	1 2	0	10 15	23	42	76	5	30	9410	12	4	4	1 2	1 2	3 4	3 4	1 2	140315 210472	
0 1	1 2	3 4	0 1	2 3	0 1	3 4	0 1	5 8	0 1	0	9 14	32	61	99	6	40	10846	7	4	4	0 1	1 2	4 6	0 1	1 2	148922 223383	
1 2	0 0	3 4	6 9	8 12	1 2	0 0	1 2	3 4	0 1	0	8 12	18	28	59	3	6	6796	3	5	2	0 1	0 1	2 3	2 3	1 2	128496 192744	
3 4	1 2	0 1	2 3	7 10	0 1	4 6	0 1	6 9	3 4	0	7 10	21	47	94	4	24	8433	5	5	3	2 3	1 2	4 6	0 1	1 2	124920 187381	
0 0	0 1	2 3	8 12	2 3	6 9	1 2	2 3	2 3	4 6	0	4 7	45	97	171	9	15	18613	10	1	5	4 6	1 2	2 3	1 2	0 1	80000 120000	
3 4	0 1	1 2	7 10	3 4	8 12	2 3	1 2	3 4	0 1	1	15 22	27	45	111	5	35	10101	3	4	2	4 6	4 6	0 1	1 2	3 4	275786 413679	
1 2	0 1	1 2	5 8	2 3	3 4	0 0	0 0	6 9	4 6	0	2 3	15	22	48	3	22	4794	13	2	4	1 2	0 1	1 2	3 4	0 1	80000 120000	
3 4	0 0	3 4	1 2	4 6	4 7	0 1	3 4	2 3	3 4	0	5 8	19	49	100	4	41	8888	15	3	2	3 4	4 6	2 3	1 2	1 2	126795 190192	
2 3	0 0	2 3	0 1	2 3	5 8	0 0	2 3	4 6	1 2	1	16 25	7	12	25	2	40	3102	10	5	1	1 2	0 1	0 1	1 2	2 3	193384 290077	
0 1	1 2	2 3	7 10	8 12	5 8	1 2	0 1	2 3	2 3	0	4 7	3	17	35	1	16	3026	11	5	5	0 1	1 2	3 4	4 6	0 1	80000 120000	
0 1	0 1	0 1	7 10	8 12	5 8	1 2	1 2	2 3	2 3	0	10 15	15	33	41	2	13	6039	13	1	3	0 1	3 4	1 2	4 6	1 2	149204 223807	
0 0	1 2	0 1	7 10	7 10	5 8	2 3	1 2	0 1	3 4	0	0 1	33	47	132	5	5	11300	6	1	3	0 1	1 2	0 1	2 3	0 1	80000 120000	
0 1	0 0	3 4	7 10	4 7	0 1	2 3	0 1	5 8	2 3	1	15 22	28	58	133	5	2	12217	12	4	3	1 2	2 3	4 6	2 3	2 3	197864 296796	
1 2	2 3	1 2	3 4	7 10	4 7	0 0	1 2	2 3	1 2	0	7 10	15	27	52	3	38	5049	19	3	5	0 1	2 3	2 3	3 4	1 2	113571 170356	
1 2	0 1	0 0	1 2	6 9	3 4	3 4	2 3	4 6	1 2	1	22 33	10	15	14	1	31	3364	12	4	5	2 3	3 4	0 1	0 1	4 6	320000 480000	
0 0	1 2	1 2	5 8	2 3	8 12	4 6	3 4	3 4	3 4	1	13 20	37	69	122	7	19	12918	6	1	2	0 1	2 3	2 3	0 1	2 3	216616 324924	
0 0	2 3	0 1	3 4	8 12	5 8	2 3	3 4	4 6	2 3	1	16 25	5	18	22	1	37	1840	12	3	3	2 3	3 4	3 4	3 4	3 4	268374 402561	
1 2	0 0	3 4	4 7	8 12	4 6	3 4	1 2	6 9	3 4	0	4 6	35	85	155	8	19	15776	20	2	4	4 6	2 3	2 3	0 1	0 1	80000 120000	
2 3	2 3	0 1	4 7	6 9	6 9	2 3	2 3	0 1	0 1	0	11 16	21	53	90	4	14	9535	1	2	5	2 3	4 6	3 4	1 2	1 2	127301 190952	
3 4	2 3	1 2	7 10	8 12	1 2	0 1	1 2	2 3	2 3	0	1 2	12	41	78	4	5	6687	8	1	3	3 4	3 4	1 2	0 1	0 1	80833 121250	
0 1	0 0	0 0	4 6	1 2	2 3	0 1	2 3	4 7	3 4	0	6 9	10	32	46	2	35	5402	2	3	1	2 3	1 2	4 6	4 6	0 1	92960 139440	
2 3	0 0	0 0	7 10	7 10	4 7	0 0	0 0	4 7	2 3	0	11 16	11	13	22	0	23	2403	14	4	4	3 4	4 6	1 2	1 2	1 2	159884 239826	
2 3	0 1	0 1	3 4	1 2	0 1	4 6	0 0	4 6	2 3	0	0 1	44	78	176	7	36	15942	11	1	3	4 6	3 4	2 3	2 3	0 1	81193 121790	
1 2	0 1	3 4	6 9	7 10	1 2	0 0	2 3	0 1	4 6	0	1 2	37	73	122	7	24	13991	3	3	2	1 2	2 3	3 4	4 6	0 1	80000 120000	
2 3	1 2	2 3	2 3	2 3	2 3	3 4	3 4	5 8	2 3	1	12 18	36	89	166	8	2	16342	0	5	1	2 3	2 3	1 2	4 6	2 3	185872 278808	
1 2	0 1	0 0	4 6	4 6	0 1	3 4	0 0	6 9	4 6	0	5 8	14	30	53	4	43	6416	16	5	2	2 3	0 1	0 1	0 1	1 2	147128 220693	
0 1	3 4	3 4	1 2	2 3	1 2	1 2	1 2	0 1	0 1	0	6 9	5	11	22	0	15	685	4	4	3	4 6	4 6	2 3	0 1	0 1	80000 120000	
0 0	1 2	1 2	1 2	1 2	4 7	2 3	0 1	4 7	4 6	0	4 6	43	94	181	10	18	17804	18	3	1	2 3	4 6	4 6	3 4	0 1	80000 120000	
3 4	3 4	0 1	1 2	3 4	2 3	0 1	2 3	2 3	4 6	0	1 2	38	82	154	8	49	16390	11	4	4	0 1	1 2	2 3	2 3	0 1	81131 121696	
0 0	0 0	0 0	7 10	8 12	8 12	2 3	0 1	3 4	0 1	1	15 22	13	37	84	3	5	6449	2	4	3	1 2	0 1	2 3	3 4	3 4	249565 374348	
0 1	0 1	3 4	4 6	5 8	6 9	0 1	3 4	3 4	4 6	1	13 20	37	60	133	7	33	13770	8	1	3	2 3	0 1	1 2	2 3	2 3	183525 275288	
0 0	0 0	0 0	6 9	7 10	8 12	0 1	0 1	0 1	4 6	1	16 25	48	78	189	9	45	17399	10	3	2	3 4	3 4	0 1	1 2	3 4	271266 406899	
2 3	0 1	3 4	8 12	2 3	4 6	0 0	1 2	6 9	1 2	1	14 21	1	8	30	2	20	2381	16	2	2	0 1	3 4	4 6	2 3	2 3	210008 315013	
1 2	3 4	0 1	3 4	5 8	4 6	1 2	0 1	3 4	0 1	1	20 31	19	36	71	4	25	8237	20	5	5	2 3	2 3	1 2	2 3	3 4	280296 420445	
2 3	0 0	3 4	2 3	7 10	4 6	4 6	1 2	3 4	0 1	0	5 8	38	91	148	7	11	16186	4	2	1	1 2	4 6	3 4	4 6	0 1	80000 120000	
0 1	3 4	0 1	8 12	3 4	4 7	1 2	0 1	2 3	1 2	0	8 12	21	37	72	5	18	8005	14	3	3	1 2	4 6	1 2	1 2	1 2	158198 237297	
3 4	1 2	0 1	5 8	8 12	2 3	3 4	3 4	2 3	1 2	0	8 12	19	42	88	5	23	7668	0	3	4	1 2	0 1	0 1	0 1	1 2	133289 199934	
0 0	0 1	0 0	4 7	7 10	0 1	0 0	3 4	3 4	1 2	0	3 4	39	72	158	7	13	14067	20	2	4	4 6	0 1	1 2	3 4	0 1	84572 126858	
1 2	0 1	3 4	0 1	3 4	2 3	0 1	2 3	2 3	2 3	1	19 28	9	8	10	2	27	1590	0	3	3	1 2	2 3	4 6	2 3	3 4	262420 393631	
0 0	3 4	1 2	7 10	2 3	7 10	0 0	0 1	5 8	0 1	1	17 26	39	83	143	7	33	15301	10	4	2	1 2	4 6	2 3	3 4	2 3	177799 266698	
3 4	0 1	3 4	0 1	2 3	0 1	3 4	3 4	5 8	2 3	1	12 19	36	74	147	8	49	14223	17	1	3	2 3	0 1	0 1	2 3	2 3	206129 309194	
1 2	3 4	2 3	4 7	5 8	6 9	4 6	0 1	1 2	0 1	0	8 12	17	43	104	5	38	8450	7	4	3	3 4	0 1	1 2	4 6	0 1	80580 120870	
0 1	1 2	3 4	5 8	7 10	7 10	3 4	3 4	4 7	1 2	0	4 6	7	6	13	2	3	2371	1	4	1	1 2	0 1	1 2	3 4	0 1	80000 120000	
3 4	2 3	2 3	7 10	5 8	6 9	0 1	0 1	3 4	3 4	1	14 21	6	2	23	1	9	1851	18	3	2	1 2	2 3	4 6	0 1	2 3	180578 270867	
1 2	3 4	0 0	4 7	7 10	8 12	0 0	3 4	1 2	1 2	1	16 25	42	81	186	10	14	17657	14	3	3	3 4	0 1	0 1	0 1	2 3	174459 261688	
0 1	0 0	3 4	6 9	1 2	4 7	0 1	0 1	6 9	3 4	0	7 10	10	24	38	1	19	2888	5	4	5	3 4	4 6	2 3	2 3	1 2	114285 171428	
0 1	3 4	3 4	2 3	3 4	2 3	2 3	2 3	3 4	4 6	1	16 25	22	37	80	3	10	7377	12	4	1	0 1	2 3	2 3	2 3	2 3	177465 266198	
0 0	2 3	2 3	2 3	4 6	0 1	0 1	2 3	0 1	3 4	0	4 6	36	80	134	7	23	14075	19	4	4	4 6	2 3	1 2	2 3	0 1	80000 120000	
0 1	2 3	2 3	1 2	1 2	7 10	4 6	1 2	0 1	3 4	1	13 20	28	52	91	4	36	9596	2	4	3	3 4	4 6	3 4	2 3	2 3	209441 314162	
0 0	1 2	1 2	1 2	1 2	6 9	4 6	0 1	4 6	2 3	0	2 3	42	84	168	8	50	16161	20	5	2	1 2	2 3	2 3	0 1	0 1	80000 120000	
3 4	3 4	3 4	0 1	1 2	0 1	0 1	0 1	1 2	4 6	1	23 34	43	81	160	7	23	16475	8	4	2	3 4	0 1	4 6	1 2	4 6	320000 480000	
0 0	3 4	0 0	5 8	3 4	3 4	1 2	0 0	1 2	4 6	1	15 22	15	30	92	4	2	7823	16	2	4	0 1	4 6	3 4	0 1	2 3	201942 302913	
3 4	3 4	0 1	4 7	5 8	8 12	0 0	0 0	4 6	3 4	0	1 2	14	22	60	2	15	5609	7	5	5	0 1	1 2	4 6	2 3	0 1	80000 120000	
3 4	2 3	2 3	2 3	3 4	3 4	1 2	2 3	4 7	2 3	0	9 14	18	33	35	2	18	5447	10	4	2	0 1	1 2	0 1	3 4	1 2	127422 191133	
2 3	3 4	0 1	5 8	4 6	6 9	2 3	2 3	3 4	0 1	0	8 13	17	38	72	5	50	7806	15	5	1	2 3	0 1	3 4	1 2	1 2	154717 232076	
0 1	1 2	1 2	1 2	6 9	2 3	3 4	0 1	1 2	2 3	1	13 20	47	93	159	9	13	17000	15	4	3	3 4	4 6	4 6	2 3	2 3	173808 260713	
3 4	0 0	3 4	4 7	1 2	3 4	3 4	3 4	6 9	2 3	0	0 1	9	14	53	2	31	4253	4	1	1	4 6	0 1	1 2	2 3	0 1	90981 136472	
1 2	3 4	0 0	1 2	7 10	4 6	0 1	3 4	1 2	0 1	1	13 20	11	29	47	3	5	6316	19	4	1	2 3	0 1	1 2	0 1	2 3	219131 328696	
1 2	1 2	0 0	2 3	2 3	5 8	0 0	1 2	5 8	3 4	0	4 7	33	79	158	7	47	13849	3	2	5	2 3	0 1	1 2	2 3	0 1	80000 120000	
1 2	0 1	1 2	7 10	3 4	6 9	2 3	0 0	6 9	1 2	0	1 2	11	17	39	1	25	3682	19	3	3	0 1	4 6	4 6	0 1	0 1	83560 125341	
1 2	0 1	0 0	5 8	4 6	2 3	0 0	2 3	5 8	4 6	0	12 19	40	71	147	8	18	14082	9	3	2	2 3	4 6	0 1	1 2	1 2	127322 190983	
2 3	1 2	0 1	3 4	4 6	5 8	0 1	0 0	3 4	3 4	0	6 9	33	70	123	7	8	13269	1	2	3	4 6	0 1	1 2	0 1	1 2	104308 156462	
1 2	2 3	3 4	2 3	2 3	5 8	0 0	3 4	3 4	3 4	0	2 3	7	10	10	1	13	838	10	5	5	1 2	4 6	1 2	0 1	0 1	80000 120000	
2 3	3 4	3 4	4 6	2 3	3 4	1 2	0 0	3 4	4 6	0	7 10	37	87	167	7	39	16341	12	1	2	3 4	3 4	0 1	0 1	1 2	132651 198976	
0 1	3 4	0 1	1 2	4 6	7 10	2 3	2 3	6 9	1 2	1	20 31	10	25	20	3	4	3578	12	2	2	2 3	4 6	2 3	1 2	4 6	301396 452094	
1 2	2 3	0 0	3 4	2 3	3 4	0 1	0 1	1 2	3 4	0	8 13	12	27	39	1	45	3968	2	2	2	1 2	4 6	4 6	4 6	1 2	96242 144363	
0 0	3 4	2 3	5 8	5 8	1 2	0 0	2 3	3 4	1 2	0	8 13	25	46	98	5	32	9517	12	3	1	2 3	3 4	0 1	1 2	0 1	80000 120000	
2 3	2 3	1 2	5 8	8 12	8 12	3 4	1 2	5 8	3 4	0	0 1	11	28	26	3	9	4133	18	4	5	2 3	4 6	0 1	2 3	0 1	80000 120000	
0 1	3 4	1 2	5 8	1 2	5 8	1 2	2 3	4 6	2 3	0	0 1	44	85	150	8	36	16883	4	3	1	1 2	0 1	2 3	4 6	0 1	80000 120000	
3 4	0 1	1 2	2 3	2 3	0 1	2 3	0 1	3 4	2 3	1	13 20	7	8	33	1	47	2965	13	1	2	4 6	2 3	4 6	0 1	2 3	174861 262292	
1 2	0 0	1 2	7 10	2 3	6 9	4 6	1 2	4 7	0 1	1	16 24	3	9	13	1	29	2845	1	1	4	4 6	4 6	3 4	4 6	2 3	165078 247617	
1 2	2 3	0 1	1 2	1 2	8 12	4 6	0 1	3 4	0 1	0	0 1	2	22	34	2	13	2620	16	4	3	1 2	2 3	0 1	3 4	0 1	80000 120000	
0 1	0 0	3 4	0 1	8 12	4 6	1 2	3 4	1 2	0 1	0	9 14	44	82	165	9	44	16146	10	1	5	4 6	4 6	4 6	1 2	1 2	99099 148648	
1 2	0 1	0 0	3 4	2 3	1 2	1 2	0 0	3 4	0 1	1	13 20	0	2	10	0	37	833	3	2	1	1 2	0 1	0 1	0 1	2 3	160284 240426	
0 1	3 4	0 1	8 12	8 12	4 7	0 1	3 4	6 9	0 1	0	9 14	26	44	108	5	26	10735	10	3	3	3 4	3 4	0 1	4 6	1 2	108139 162208	
0 1	2 3	0 1	0 1	4 6	0 1	4 6	0 0	0 1	4 6	1	24 36	16	29	60	3	41	6903	3	1	4	0 1	1 2	1 2	4 6	4 6	320000 480000	
2 3	3 4	3 4	2 3	3 4	3 4	0 0	0 1	4 7	0 1	0	12 18	0	12	15	0	19	1242	12	5	1	0 1	2 3	1 2	0 1	1 2	131523 197284	
0 1	0 0	0 0	3 4	1 2	7 10	2 3	2 3	4 7	0 1	1	24 36	18	50	75	5	39	9030	9	4	1	2 3	2 3	2 3	4 6	4 6	306763 460144	
0 1	1 2	2 3	7 10	4 6	8 12	0 1	1 2	0 1	0 1	1	19 28	31	58	116	5	1	10546	1	4	1	3 4	4 6	4 6	0 1	3 4	268386 402579	
3 4	3 4	2 3	6 9	5 8	2 3	4 6	2 3	1 2	0 1	1	12 19	39	86	148	8	44	16212	14	3	5	2 3	2 3	0 1	1 2	2 3	218340 327510	
3 4	0 1	3 4	8 12	1 2	0 1	3 4	2 3	1 2	0 1	1	12 19	38	86	175	8	48	16752	15	5	2	1 2	3 4	4 6	3 4	2 3	202005 303008	
0 0	0 0	1 2	5 8	7 10	0 1	1 2	0 1	3 4	4 6	0	7 10	41	84	174	9	27	15579	4	2	4	4 6	4 6	2 3	2 3	0 1	80000 120000	
0 0	0 1	3 4	3 4	8 12	3 4	2 3	2 3	0 1	1 2	1	21 32	40	65	157	7	39	14834	1	4	3	0 1	3 4	0 1	1 2	4 6	320000 480000	
0 1	0 1	0 0	4 7	3 4	6 9	4 6	0 1	4 7	2 3	0	8 12	27	50	103	5	47	9669	14	2	3	4 6	1 2	2 3	1 2	1 2	142440 213660	
3 4	1 2	3 4	7 10	6 9	3 4	1 2	1 2	4 6	0 1	0	7 10	9	20	11	0	20	2648	18	4	3	1 2	4 6	2 3	3 4	1 2	129209 193814	
2 3	0 1	0 0	3 4	8 12	1 2	0 0	0 0	4 6	2 3	0	8 13	26	41	115	6	43	9768	19	2	1	4 6	3 4	4 6	2 3	1 2	133912 200869	
0 1	3 4	0 1	3 4	3 4	3 4	2 3	0 1	0 1	3 4	0	8 12	4	6	10	0	41	21	11	5	5	0 1	4 6	2 3	0 1	1 2	118368 177553	
3 4	2 3	1 2	4 6	8 12	2 3	4 6	3 4	1 2	4 6	0	9 14	46	86	181	9	21	18320	3	1	4	4 6	2 3	3 4	2 3	1 2	142456 213684	
0 0	1 2	0 1	8 12	1 2	8 12	0 1	0 1	4 7	1 2	0	8 13	42	95	157	10	11	17583	14	5	2	1 2	1 2	4 6	1 2	1 2	134509 201764	
2 3	1 2	1 2	2 3	6 9	3 4	0 0	2 3	0 1	3 4	0	2 3	17	30	74	3	7	6462	12	4	5	2 3	3 4	1 2	3 4	0 1	80000 120000	
1 2	3 4	2 3	4 7	1 2	8 12	2 3	1 2	1 2	4 6	1	14 21	49	86	195	10	17	18975	17	5	1	0 1	4 6	0 1	4 6	2 3	179210 268815	
2 3	0 1	0 0	3 4	4 6	2 3	1 2	0 1	4 6	4 6	0	0 1	28	62	115	6	37	12856	18	4	1	2 3	4 6	0 1	3 4	0 1	84748 127122	
1 2	0 0	3 4	3 4	5 8	7 10	0 0	1 2	1 2	2 3	0	8 12	5	25	29	1	12	3260	3	1	5	4 6	1 2	2 3	4 6	0 1	80000 120000	
2 3	1 2	0 0	8 12	1 2	5 8	0 0	1 2	1 2	2 3	1	20 31	6	7	10	1	49	1148	2	3	1	2 3	2 3	3 4	0 1	3 4	283922 425883	
0 0	0 1	0 0	8 12	5 8	5 8	0 1	0 0	5 8	0 1	0	9 14	2	12	14	2	10	2760	14	1	5	0 1	4 6	4 6	1 2	1 2	139062 208593	
0 0	0 0	1 2	1 2	4 7	3 4	3 4	3 4	0 1	4 6	1	19 28	50	97	184	10	28	19838	1	5	2	4 6	0 1	2 3	4 6	3 4	241949 362924	
2 3	0 1	3 4	0 1	4 7	0 1	0 0	1 2	3 4	0 1	1	13 20	50	94	200	9	23	19880	0	2	5	1 2	2 3	0 1	1 2	2 3	202393 303590	
0 0	2 3	1 2	6 9	6 9	0 1	0 0	1 2	6 9	4 6	1	24 36	7	27	46	2	16	4129	8	2	3	4 6	3 4	0 1	2 3	4 6	320000 480000	
3 4	1 2	0 0	4 7	6 9	5 8	4 6	1 2	4 6	0 1	0	9 14	22	48	100	5	3	10481	13	4	4	4 6	3 4	2 3	3 4	1 2	105708 158563	
0 0	2 3	2 3	1 2	4 6	6 9	3 4	0 0	4 6	4 6	0	7 10	15	43	82	4	15	7658	7	3	5	0 1	4 6	3 4	3 4	1 2	140858 211287	
1 2	3 4	1 2	2 3	2 3	1 2	2 3	1 2	4 7	2 3	0	2 3	12	16	54	1	9	3717	1	5	4	1 2	4 6	1 2	0 1	0 1	91440 137160	
3 4	3 4	2 3	0 1	3 4	1 2	0 0	0 0	6 9	3 4	1	21 32	17	49	99	4	19	7994	0	1	4	4 6	2 3	1 2	3 4	3 4	273796 410695	
0 0	1 2	3 4	7 10	5 8	3 4	1 2	0 1	6 9	4 6	0	6 9	42	73	158	8	43	14806	2	1	3	3 4	1 2	1 2	1 2	0 1	80000 120000	
3 4	2 3	1 2	6 9	8 12	2 3	1 2	3 4	0 1	0 1	1	10 15	3	15	12	0	37	1622	10	1	2	4 6	4 6	4 6	4 6	2 3	182240 273360	
0 1	0 0	0 0	5 8	8 12	1 2	2 3	3 4	0 1	2 3	0	12 18	34	71	145	7	16	15267	1	5	5	1 2	3 4	0 1	3 4	1 2	98617 147926	
0 0	0 0	0 1	1 2	6 9	4 6	3 4	3 4	3 4	0 1	0	3 4	25	46	89	5	5	10304	15	2	2	1 2	0 1	2 3	4 6	0 1	80000 120000	
0 1	1 2	0 0	3 4	8 12	6 9	4 6	2 3	6 9	4 6	1	11 16	2	6	10	0	11	1682	4	5	2	3 4	2 3	0 1	1 2	2 3	167376 251065	
3 4	1 2	0 1	1 2	4 6	3 4	1 2	1 2	6 9	4 6	0	0 1	19	29	83	4	19	6360	4	2	1	1 2	2 3	4 6	0 1	0 1	80000 120000	
0 0	0 0	0 0	8 12	7 10	7 10	3 4	0 0	6 9	4 6	0	1 2	17	18	56	2	29	5065	19	2	5	1 2	0 1	4 6	2 3	0 1	80000 120000	
2 3	0 1	3 4	5 8	5 8	2 3	1 2	3 4	6 9	0 1	1	18 27	38	63	123	7	25	13864	14	2	2	2 3	2 3	2 3	3 4	3 4	277656 416485	
2 3	0 1	2 3	7 10	8 12	4 7	1 2	0 1	3 4	0 1	1	20 30	18	23	54	3	37	6114	16	1	1	0 1	0 1	1 2	0 1	4 6	320000 480000	
2 3	2 3	0 0	4 7	4 6	4 7	2 3	0 0	3 4	3 4	1	17 26	11	21	68	2	32	5704	7	2	5	2 3	4 6	3 4	0 1	3 4	253860 380790	
0 0	1 2	1 2	2 3	8 12	6 9	2 3	2 3	4 7	2 3	1	19 28	12	24	38	2	11	4961	6	1	1	4 6	0 1	2 3	0 1	3 4	266971 400456	
2 3	2 3	2 3	6 9	4 6	8 12	3 4	0 1	6 9	2 3	1	17 26	50	100	196	10	35	19532	13	2	2	2 3	2 3	2 3	3 4	3 4	251167 376750	
1 2	3 4	2 3	2 3	4 7	0 1	0 1	3 4	0 1	4 6	0	0 1	39	89	166	8	29	15851	5	1	2	3 4	4 6	2 3	3 4	0 1	80000 120000	
3 4	3 4	0 1	7 10	4 7	1 2	2 3	3 4	5 8	1 2	0	1 2	12	20	40	2	3	3176	10	1	5	2 3	3 4	1 2	3 4	0 1	80000 120000	
2 3	1 2	0 1	5 8	7 10	6 9	1 2	0 1	3 4	4 6	0	11 16	23	40	95	5	47	8151	19	3	1	4 6	4 6	3 4	0 1	1 2	133874 200811	
0 1	2 3	1 2	3 4	5 8	4 6	2 3	0 1	1 2	4 6	1	16 24	30	53	119	6	7	10231	8	3	2	2 3	4 6	2 3	1 2	3 4	249374 374061	
0 1	2 3	0 1	7 10	1 2	0 1	2 3	2 3	1 2	2 3	0	10 15	11	17	65	3	5	5221	10	5	2	1 2	1 2	2 3	4 6	1 2	155792 233689	
3 4	0 0	2 3	4 6	4 6	2 3	0 0	3 4	4 7	2 3	0	4 6	12	20	44	3	32	4437	7	4	1	2 3	1 2	2 3	4 6	0 1	80000 120000	
0 1	1 2	3 4	5 8	1 2	2 3	4 6	3 4	0 1	0 1	0	8 12	1	5	10	1	29	1069	2	5	2	1 2	2 3	0 1	2 3	1 2	137374 206061	
1 2	0 1	2 3	0 1	7 10	1 2	3 4	2 3	5 8	4 6	0	7 10	41	81	168	8	3	17160	14	1	5	1 2	2 3	0 1	1 2	0 1	80000 120000	
0 1	3 4	0 0	5 8	7 10	0 1	4 6	1 2	0 1	1 2	1	14 21	8	34	39	2	38	4939	19	2	5	0 1	4 6	4 6	3 4	2 3	188642 282963	
0 0	0 0	0 0	7 10	8 12	8 12	2 3	0 0	4 6	3 4	1	12 18	34	69	133	6	30	12106	19	4	4	1 2	3 4	4 6	2 3	2 3	164990 247485	
0 1	3 4	0 1	0 1	7 10	4 7	4 6	1 2	5 8	0 1	0	12 18	46	100	200	9	43	19248	12	1	3	0 1	1 2	1 2	2 3	1 2	122710 184065	
2 3	2 3	0 0	0 1	1 2	7 10	4 6	1 2	3 4	2 3	1	16 24	2	8	24	1	8	1664	20	1	1	2 3	3 4	3 4	4 6	3 4	225300 337950	
0 0	0 1	2 3	3 4	4 7	8 12	4 6	0 1	1 2	3 4	1	12 18	9	8	10	1	47	2094	13	1	1	4 6	3 4	2 3	1 2	2 3	209789 314684	
0 0	0 0	0 0	7 10	8 12	8 12	4 6	0 1	1 2	0 1	1	20 30	45	75	167	9	14	16331	19	5	2	3 4	4 6	3 4	3 4	3 4	271508 407262	
3 4	0 0	0 0	0 1	4 6	7 10	0 1	2 3	4 6	1 2	1	14 21	22	30	86	3	9	7679	15	4	3	1 2	3 4	2 3	0 1	2 3	186929 280394	
3 4	1 2	1 2	3 4	3 4	7 10	4 6	1 2	4 6	2 3	0	13 20	32	59	106	7	11	11663	18	3	5	1 2	4 6	0 1	0 1	1 2	128318 192477	
0 0	1 2	0 0	0 1	2 3	1 2	0 0	2 3	4 6	3 4	1	16 25	26	47	90	4	22	9814	0	1	1	1 2	1 2	2 3	1 2	2 3	160550 240825	
3 4	1 2	1 2	0 1	4 6	1 2	1 2	3 4	2 3	0 1	1	24 36	0	2	18	0	3	43	17	3	3	0 1	1 2	3 4	4 6	4 6	320000 480000	
1 2	0 0	3 4	5 8	5 8	2 3	0 0	3 4	1 2	3 4	0	7 10	23	38	82	5	24	9194	5	1	4	2 3	0 1	1 2	3 4	0 1	95757 143636	
3 4	0 0	3 4	3 4	6 9	3 4	2 3	0 0	3 4	0 1	0	0 1	35	74	149	6	32	12915	14	1	2	0 1	4 6	4 6	2 3	0 1	80000 120000	
3 4	0 0	3 4	4 7	5 8	2 3	3 4	3 4	1 2	2 3	1	16 24	50	100	200	10	18	19646	2	2	2	2 3	1 2	4 6	3 4	2 3	184396 276594	
0 1	2 3	2 3	4 6	4 6	3 4	1 2	0 1	0 1	1 2	1	24 36	48	88	181	10	37	19520	14	1	3	2 3	3 4	1 2	0 1	4 6	294796 442195	
1 2	3 4	1 2	2 3	4 6	5 8	1 2	0 1	0 1	3 4	0	8 12	25	48	76	4	34	9055	18	2	3	2 3	4 6	4 6	2 3	0 1	87070 130605	
3 4	1 2	2 3	2 3	2 3	0 1	2 3	0 1	0 1	4 6	0	4 7	15	33	73	4	13	6463	17	3	2	0 1	4 6	2 3	3 4	0 1	80000 120000	
0 1	3 4	1 2	5 8	4 7	0 1	3 4	1 2	4 7	2 3	0	0 1	44	100	178	10	12	18763	5	2	5	4 6	1 2	4 6	3 4	0 1	82252 123379	
0 0	0 0	3 4	4 7	1 2	4 6	0 0	0 1	2 3	1 2	1	22 33	25	66	141	6	14	12182	16	4	3	4 6	4 6	2 3	2 3	4 6	296229 444344	
